id,title,post,points,postOwnerId,created_at
616,Right-sized next generation firmware,"Destruction of Right Renal Artery, Open Approach",68,80,2020-09-22T16:00:17Z
617,Automated neutral hierarchy,"Introduction of Intracirculatory Anesthetic into Peripheral Vein, Percutaneous Approach",52,19,2020-08-09T15:50:11Z
618,Stand-alone intangible ability,"Repair Right Retina, Percutaneous Approach",57,10,2020-05-10T16:40:45Z
619,Reactive transitional toolset,"Insertion of Infusion Device into Left Hip Joint, Percutaneous Endoscopic Approach",89,61,2020-03-28T14:08:45Z
620,Distributed dynamic matrices,Beam Radiation of Pineal Body using Photons <1 MeV,4,49,2020-01-01T11:53:57Z
621,Right-sized web-enabled collaboration,"Destruction of Left Upper Lobe Bronchus, Percutaneous Endoscopic Approach",60,15,2019-10-28T20:21:45Z
622,Function-based multimedia parallelism,"Individual Psychotherapy, Interpersonal",58,18,2020-09-15T05:55:44Z
623,Robust optimal archive,"Supplement Left Face Vein with Nonautologous Tissue Substitute, Percutaneous Approach",5,47,2020-03-03T13:46:23Z
624,Monitored 4th generation extranet,"Reposition Right Thumb Phalanx, Percutaneous Endoscopic Approach",90,15,2020-02-26T02:31:10Z
625,Monitored global matrix,"Division of Abducens Nerve, Percutaneous Approach",39,86,2020-06-06T05:59:02Z
626,Enterprise-wide coherent application,"Occlusion of Right Lower Extremity Lymphatic with Extraluminal Device, Percutaneous Approach",44,85,2020-02-25T14:23:56Z
627,Future-proofed next generation database,"Drainage of Left Axillary Artery, Open Approach, Diagnostic",57,66,2020-09-03T02:37:43Z
628,Integrated optimal workforce,"Dilation of Middle Colic Artery with Drug-eluting Intraluminal Device, Percutaneous Approach",97,71,2020-09-22T22:20:02Z
629,Enhanced heuristic toolset,Hyperthermia of Rectum,26,16,2020-05-20T20:59:15Z
630,Enhanced bifurcated emulation,"Drainage of Bladder, Percutaneous Approach",3,23,2019-11-05T21:49:52Z
631,Digitized empowering collaboration,"Extirpation of Matter from Right Neck Lymphatic, Open Approach",74,10,2020-01-30T06:02:22Z
632,Managed value-added forecast,"Transfer Pelvic Region Subcutaneous Tissue and Fascia with Skin, Subcutaneous Tissue and Fascia, Percutaneous Approach",40,17,2020-03-07T14:30:44Z
633,Customizable encompassing adapter,Planar Nuclear Medicine Imaging of Spine using Other Radionuclide,95,80,2020-08-27T07:58:08Z
634,Open-source bi-directional structure,"Introduction of Radioactive Substance into Nose, External Approach",57,94,2019-12-13T03:05:10Z
635,Adaptive empowering project,"Excision of Lower Jaw, Percutaneous Approach, Diagnostic",99,53,2019-11-17T03:26:11Z
636,Profit-focused didactic function,"Insertion of Monoplanar External Fixation Device into Right Tibia, Open Approach",37,52,2020-02-29T16:07:07Z
637,Ameliorated heuristic paradigm,"Release Duodenum, Via Natural or Artificial Opening Endoscopic",41,18,2020-05-17T23:05:02Z
638,Pre-emptive zero administration portal,"Bypass Thoracic Aorta, Ascending/Arch to Pulmonary Trunk with Nonautologous Tissue Substitute, Open Approach",93,48,2020-03-30T18:26:40Z
639,Public-key tertiary Graphic Interface,"Bypass Coronary Artery, Two Arteries from Abdominal Artery, Percutaneous Endoscopic Approach",43,93,2020-06-27T00:45:06Z
640,Focused well-modulated interface,"Replacement of Left Renal Vein with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",62,63,2020-07-12T08:35:54Z
641,Synchronised high-level intranet,"Dilation of Right Internal Mammary Artery, Bifurcation, with Three Drug-eluting Intraluminal Devices, Percutaneous Approach",7,8,2020-07-29T07:56:16Z
642,Networked intangible installation,"Removal of Other Device from Genitourinary Tract, Open Approach",39,57,2019-12-14T17:14:13Z
643,Down-sized exuding throughput,"Drainage of Cervical Nerve with Drainage Device, Percutaneous Endoscopic Approach",91,84,2020-02-26T17:40:02Z
644,Business-focused zero administration secured line,"Radiation Therapy, Gastrointestinal System, Brachytherapy",6,10,2020-06-24T22:09:20Z
645,Open-architected hybrid model,"Bypass Middle Esophagus to Ileum, Open Approach",48,88,2020-08-25T11:23:11Z
646,Robust homogeneous website,"Drainage of Right Ulnar Artery, Percutaneous Endoscopic Approach",75,79,2019-12-23T03:49:38Z
647,Universal client-server frame,"Reattachment of Right Large Intestine, Open Approach",76,55,2020-06-03T20:11:56Z
648,Phased bandwidth-monitored core,Range of Motion and Joint Mobility Treatment of Integumentary System - Head and Neck using Orthosis,28,83,2020-05-30T02:56:15Z
649,Sharable real-time knowledge base,"Supplement Left Pulmonary Artery with Zooplastic Tissue, Open Approach",10,91,2020-06-27T07:25:29Z
650,Enhanced attitude-oriented methodology,"Bypass Right Subclavian Artery to Bilateral Upper Arm Artery with Autologous Venous Tissue, Open Approach",92,93,2020-03-16T04:52:02Z
651,Extended intangible support,"Alteration of Nose with Nonautologous Tissue Substitute, External Approach",24,82,2020-09-17T10:21:57Z
652,Right-sized systematic workforce,"Revision of Synthetic Substitute in Right Eye, Percutaneous Approach",32,59,2020-07-21T04:57:11Z
653,Phased full-range matrices,"Reposition Left Femoral Shaft with Monoplanar External Fixation Device, Open Approach",88,80,2019-12-13T09:36:34Z
654,Adaptive 4th generation adapter,"Replacement of Right Foot Vein with Nonautologous Tissue Substitute, Open Approach",80,27,2020-01-08T01:47:35Z
655,Phased cohesive application,"Reposition Right Foot Muscle, Open Approach",14,54,2020-03-18T17:37:55Z
656,Distributed composite parallelism,"Removal of External Fixation Device from Right Thumb Phalanx, External Approach",27,18,2019-11-03T20:42:23Z
657,Public-key contextually-based implementation,"Extirpation of Matter from Left Renal Artery, Bifurcation, Open Approach",77,12,2020-06-27T09:33:08Z
658,Future-proofed heuristic encoding,"Drainage of Inferior Mesenteric Vein with Drainage Device, Percutaneous Approach",58,95,2020-03-31T23:50:39Z
659,Cross-group disintermediate concept,"Introduction of Other Antineoplastic into Central Vein, Percutaneous Approach",43,93,2019-12-02T16:23:32Z
660,Optimized optimal flexibility,"Transfusion of Autologous Plasma Cryoprecipitate into Peripheral Vein, Open Approach",2,31,2019-11-15T11:53:09Z
661,Re-engineered logistical Graphical User Interface,"Removal of External Fixation Device from Left Hip Joint, Percutaneous Endoscopic Approach",32,7,2020-09-24T22:17:51Z
662,Cloned full-range interface,"Replacement of Left Frontal Bone with Synthetic Substitute, Percutaneous Approach",41,4,2020-05-02T13:05:14Z
663,Streamlined transitional array,"Reposition Cervicothoracic Vertebral Joint, Open Approach",58,63,2020-05-08T12:34:56Z
664,Assimilated leading edge analyzer,"Revision of Infusion Device in Left Lung, Percutaneous Approach",92,85,2020-02-08T23:02:13Z
665,Synergized web-enabled hierarchy,"Fusion of Right Sacroiliac Joint with Synthetic Substitute, Percutaneous Approach",15,8,2020-05-03T12:16:22Z
666,Managed attitude-oriented matrices,"Removal of Synthetic Substitute from Right Metacarpocarpal Joint, Percutaneous Endoscopic Approach",53,74,2020-03-24T21:39:33Z
667,User-friendly web-enabled support,"Bypass Right Popliteal Artery to Popliteal Artery with Autologous Arterial Tissue, Percutaneous Endoscopic Approach",61,66,2019-12-14T23:17:36Z
668,Reverse-engineered impactful open architecture,"Division of Right Upper Arm Muscle, Open Approach",24,83,2020-08-13T22:15:07Z
669,Assimilated full-range initiative,"Reposition Esophagus, Via Natural or Artificial Opening Endoscopic",89,15,2019-10-07T17:01:44Z
670,Extended interactive interface,"Insertion of Other Device into Right Upper Arm, Percutaneous Approach",53,51,2020-09-24T03:44:59Z
671,Extended clear-thinking attitude,"Removal of Internal Fixation Device from Left Finger Phalanx, Percutaneous Endoscopic Approach",4,84,2019-10-15T07:59:54Z
672,Seamless neutral benchmark,"Reattachment of Cul-de-sac, Percutaneous Endoscopic Approach",89,32,2020-06-07T00:02:24Z
673,Function-based static framework,"Drainage of Left Hand Artery, Percutaneous Approach, Diagnostic",28,3,2020-03-15T11:00:20Z
674,Focused modular budgetary management,"Release Urethra, Percutaneous Endoscopic Approach",55,33,2020-07-28T19:22:25Z
675,Profound homogeneous knowledge user,"Replacement of Left Thumb with Right Toe, Autologous Tissue Substitute, Open Approach",39,69,2020-06-21T03:58:34Z
676,Stand-alone explicit function,"Release Left Internal Jugular Vein, Percutaneous Approach",11,55,2020-01-19T15:26:57Z
677,Enterprise-wide regional implementation,"Insertion of Endobronchial Valve into Lingula Bronchus, Percutaneous Endoscopic Approach",29,11,2020-01-16T21:15:06Z
678,Configurable stable budgetary management,"Alteration of Lower Jaw with Autologous Tissue Substitute, Open Approach",11,81,2020-09-04T22:47:52Z
679,Secured web-enabled encoding,Computerized Tomography (CT Scan) of Left Calcaneus using Low Osmolar Contrast,67,16,2020-03-24T22:09:05Z
680,Customer-focused bottom-line policy,"Dilation of Cervix with Intraluminal Device, Percutaneous Endoscopic Approach",98,19,2020-03-15T16:32:41Z
681,Reactive holistic throughput,"Bypass Right Popliteal Artery to Popliteal Artery with Autologous Venous Tissue, Open Approach",48,66,2020-09-23T00:30:40Z
682,Horizontal bottom-line monitoring,Osteopathic Treatment of Thoracic Region using Lymphatic Pump,44,99,2020-02-24T12:39:51Z
683,Down-sized 4th generation framework,"Revision of Synthetic Substitute in Epididymis and Spermatic Cord, Open Approach",23,62,2020-09-14T17:14:58Z
684,Function-based 5th generation instruction set,"Removal of Internal Fixation Device from Right Tibia, Open Approach",48,60,2020-09-10T06:18:37Z
685,Reverse-engineered national functionalities,"Revision of Extraluminal Device in Kidney, Percutaneous Approach",47,47,2020-02-14T15:10:50Z
686,Assimilated upward-trending alliance,"Supplement Tricuspid Valve created from Right Atrioventricular Valve with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",46,68,2019-11-28T12:04:08Z
687,Monitored static Graphical User Interface,"Insertion of Monitoring Device into Kidney, Percutaneous Approach",52,26,2020-09-02T05:11:30Z
688,Profound intangible moderator,"Removal of Nonautologous Tissue Substitute from Right Carpal Joint, Open Approach",67,11,2020-02-13T19:50:36Z
689,Operative multi-tasking success,"Restriction of Right Lower Lobe Bronchus, Percutaneous Endoscopic Approach",92,10,2020-08-18T15:25:44Z
690,Centralized discrete utilisation,Ultrasonography of Right Pulmonary Artery,88,72,2020-04-09T10:56:18Z
691,Horizontal demand-driven time-frame,"Release Left Thorax Muscle, Percutaneous Endoscopic Approach",30,94,2020-07-18T00:15:29Z
692,Re-engineered grid-enabled archive,Planar Nuclear Medicine Imaging of Bladder and Ureters using Other Radionuclide,86,6,2019-10-28T23:26:17Z
693,Reverse-engineered full-range utilisation,Magnetic Resonance Imaging (MRI) of Scrotum,46,46,2019-11-15T11:30:16Z
694,Ergonomic upward-trending pricing structure,"Revision of Nonautologous Tissue Substitute in Hepatobiliary Duct, Open Approach",66,100,2020-06-15T09:49:40Z
695,Public-key even-keeled service-desk,"Bypass Right Vas Deferens to Left Epididymis, Open Approach",19,67,2020-09-05T22:58:59Z
696,Versatile 24/7 access,"Repair Right Foot Muscle, Percutaneous Endoscopic Approach",70,90,2020-03-01T07:21:11Z
697,Total local capacity,"Supplement Right Fibula with Autologous Tissue Substitute, Open Approach",21,98,2020-03-06T00:39:25Z
698,Profound zero defect frame,Computerized Tomography (CT Scan) of Bilateral Lower Extremity Arteries,79,19,2020-10-01T21:37:56Z
699,Distributed optimal portal,"Restriction of Right Brachial Vein with Extraluminal Device, Open Approach",39,4,2020-09-20T10:38:32Z
700,Integrated radical middleware,"Replacement of Right Hypogastric Vein with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",9,67,2020-09-28T01:41:57Z
701,User-centric needs-based complexity,"Reposition Ampulla of Vater, Percutaneous Endoscopic Approach",72,36,2020-09-17T00:59:35Z
702,Inverse fresh-thinking strategy,"Bypass Cystic Duct to Caudate Hepatic Duct, Open Approach",7,24,2020-08-13T16:57:15Z
703,Assimilated incremental migration,"Dilation of Left Innominate Vein, Percutaneous Endoscopic Approach",45,82,2020-05-19T13:59:25Z
704,Organized dynamic matrices,"Dilation of Left Internal Mammary Artery, Bifurcation, with Three Intraluminal Devices, Percutaneous Approach",82,81,2020-04-09T08:55:51Z
705,Open-architected 4th generation methodology,"Drainage of Left Internal Carotid Artery, Percutaneous Endoscopic Approach, Diagnostic",42,60,2020-02-11T10:39:50Z
706,Front-line attitude-oriented function,"Supplement Right Nipple with Synthetic Substitute, Via Natural or Artificial Opening Endoscopic",51,16,2020-02-28T11:38:07Z
707,Vision-oriented methodical info-mediaries,Beam Radiation of Soft Palate using Photons 1 - 10 MeV,31,45,2020-06-01T13:22:10Z
708,Face to face uniform throughput,Plaque Radiation of Pharynx,34,11,2020-08-24T01:36:19Z
709,Networked holistic application,"Excision of Left Subclavian Artery, Open Approach, Diagnostic",71,65,2019-10-24T13:00:14Z
710,Cloned incremental synergy,"Repair Endocrine System in Products of Conception with Other Device, Via Natural or Artificial Opening",79,82,2020-01-08T07:36:31Z
711,Triple-buffered encompassing open architecture,"Introduction of Oxazolidinones into Cranial Cavity and Brain, Percutaneous Approach",97,48,2020-05-14T20:53:51Z
712,Grass-roots next generation workforce,"Restriction of Right Inguinal Lymphatic with Extraluminal Device, Percutaneous Approach",56,97,2020-07-26T13:39:57Z
713,Total user-facing capability,"Removal of Spacer from Right Temporomandibular Joint, Percutaneous Endoscopic Approach",16,39,2020-05-16T07:42:10Z
714,Devolved discrete capacity,"Reattachment of Right Forequarter, Open Approach",65,43,2019-11-22T16:58:33Z
715,Cloned analyzing Graphical User Interface,"Excision of Left Spermatic Cord, Percutaneous Approach",5,72,2020-01-26T09:44:02Z
716,Seamless optimal process improvement,"Removal of Autologous Tissue Substitute from Testis, Open Approach",55,75,2020-07-02T11:35:40Z
717,Business-focused background internet solution,"Insertion of Infusion Device into Esophagus, Open Approach",65,42,2020-04-22T01:33:32Z
718,Customizable uniform moderator,"Dilation of Gastric Artery, Bifurcation, with Two Intraluminal Devices, Percutaneous Endoscopic Approach",72,7,2020-06-05T19:50:01Z
719,Organic cohesive architecture,"Removal of Autologous Tissue Substitute from Urethra, Via Natural or Artificial Opening Endoscopic",33,41,2019-11-22T12:56:09Z
720,Visionary motivating concept,"Fusion of Left Sacroiliac Joint with Synthetic Substitute, Percutaneous Approach",27,85,2019-11-07T01:47:14Z
721,Monitored radical support,"Drainage of Right Eustachian Tube, Open Approach, Diagnostic",25,68,2020-06-11T06:43:20Z
722,Advanced background adapter,"Supplement Left Sphenoid Bone with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",5,69,2020-09-27T08:36:16Z
723,Decentralized stable data-warehouse,"Supplement Tibial Nerve with Autologous Tissue Substitute, Percutaneous Approach",94,31,2020-08-20T07:11:11Z
724,Self-enabling uniform parallelism,"Drainage of Lumbosacral Disc, Percutaneous Endoscopic Approach, Diagnostic",52,40,2020-07-24T08:55:28Z
725,User-friendly solution-oriented database,"Removal of Synthetic Substitute from Right Humeral Head, Percutaneous Approach",68,67,2020-05-08T09:06:12Z
726,Right-sized maximized benchmark,"Restriction of Right Common Carotid Artery with Intraluminal Device, Percutaneous Endoscopic Approach",79,23,2020-05-02T15:32:18Z
727,Cross-group optimal adapter,Beam Radiation of Face Skin using Photons 1 - 10 MeV,39,51,2020-08-29T06:34:06Z
728,Cross-group methodical product,"Individual Psychotherapy, Interpersonal",43,44,2020-10-01T12:43:30Z
729,Adaptive tangible interface,"Extirpation of Matter from Cerebral Hemisphere, Percutaneous Endoscopic Approach",42,21,2020-03-26T02:00:36Z
730,Multi-channelled 4th generation encryption,"Revision of Infusion Device in Neck, Percutaneous Approach",67,31,2020-07-10T14:13:24Z
731,Reduced didactic benchmark,"Repair Thoracic Aorta, Descending, Percutaneous Endoscopic Approach",9,46,2020-03-09T15:33:09Z
732,Re-engineered content-based Graphic Interface,"Bypass Left Common Iliac Artery to Bilateral Renal Artery with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",31,78,2019-12-10T00:16:17Z
733,User-centric high-level service-desk,"Perfusion of Respiratory System Donor Organ, Single",30,7,2020-08-30T19:09:07Z
734,Optional well-modulated support,"Extirpation of Matter from Right Hand Subcutaneous Tissue and Fascia, Percutaneous Approach",81,78,2020-01-14T20:10:08Z
735,Front-line heuristic alliance,"Release Right Ankle Tendon, Percutaneous Endoscopic Approach",92,37,2019-11-26T03:18:07Z
736,Secured global local area network,"Bypass Ileum to Anus with Autologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic",85,98,2020-04-23T15:52:44Z
737,Reduced composite productivity,"Revision of Radioactive Element in Face, Percutaneous Approach",80,26,2019-10-17T18:35:45Z
738,Configurable dynamic Graphical User Interface,"Insertion of Pressure Sensor Monitoring Device into Left Pulmonary Vein, Percutaneous Approach",47,49,2020-09-16T18:14:04Z
739,Adaptive directional model,"Reposition Left Upper Femur, Percutaneous Approach",47,45,2020-01-02T11:20:04Z
740,Multi-layered eco-centric flexibility,"Revision of Infusion Device in Vas Deferens, Percutaneous Endoscopic Approach",77,62,2020-06-02T16:49:41Z
741,Quality-focused tertiary frame,"Reposition Right Thumb Phalanx with Internal Fixation Device, Percutaneous Approach",57,9,2019-12-31T18:09:55Z
742,Assimilated 24/7 algorithm,"Repair Left Subclavian Vein, Percutaneous Endoscopic Approach",95,77,2020-06-02T02:26:29Z
743,Streamlined 4th generation structure,"Insertion of Internal Fixation Device into Left Pelvic Bone, Percutaneous Approach",50,26,2020-05-06T19:19:37Z
744,Re-engineered impactful conglomeration,Immobilization of Left Lower Extremity using Splint,8,54,2020-04-18T04:12:19Z
745,Multi-channelled stable implementation,"Revision of Nonautologous Tissue Substitute in Right Hip Joint, Percutaneous Endoscopic Approach",22,75,2020-01-10T21:51:23Z
746,Ameliorated methodical analyzer,"Revision of Infusion Device in Epididymis and Spermatic Cord, Percutaneous Approach",29,84,2020-03-01T04:20:37Z
747,Grass-roots optimizing website,"Extirpation of Matter from Pericardial Cavity, Open Approach",29,39,2020-02-14T14:35:05Z
748,Persistent solution-oriented ability,"Replacement of Right Shoulder Joint with Nonautologous Tissue Substitute, Open Approach",18,65,2019-10-15T15:53:19Z
749,Grass-roots multi-tasking moratorium,"Restriction of Anus with Intraluminal Device, Open Approach",6,21,2020-01-13T23:15:27Z
750,Front-line tertiary groupware,"Occlusion of Intracranial Artery with Intraluminal Device, Open Approach",82,31,2019-11-12T23:52:08Z
751,Quality-focused global strategy,"Drainage of Stomach, Pylorus, Percutaneous Endoscopic Approach, Diagnostic",90,79,2019-11-25T07:28:05Z
752,Profit-focused regional software,"Ultrasonography of Second Trimester, Multiple Gestation",72,17,2020-08-10T03:35:36Z
753,Multi-tiered systemic encryption,"Replacement of Left Foot Vein with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",70,6,2020-08-23T21:09:23Z
754,Virtual dynamic installation,"Fusion of Cervicothoracic Vertebral Joint with Synthetic Substitute, Anterior Approach, Anterior Column, Percutaneous Endoscopic Approach",43,38,2020-06-18T14:51:34Z
755,Visionary global matrix,"Drainage of Left Wrist Region with Drainage Device, Percutaneous Approach",24,63,2019-10-05T20:44:45Z
756,Multi-tiered discrete software,"Drainage of Right Occipital Bone, Percutaneous Endoscopic Approach, Diagnostic",40,63,2020-01-12T00:11:07Z
757,Profound motivating service-desk,"Revision of Infusion Device in Upper Intestinal Tract, Open Approach",73,38,2020-02-01T02:41:19Z
758,Customer-focused demand-driven workforce,"Inspection of Peripheral Nerve, Percutaneous Approach",31,89,2020-09-13T05:02:24Z
759,Focused fault-tolerant contingency,"Bypass Right Hand Vein to Upper Vein with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",5,58,2020-06-10T19:13:13Z
760,Synchronised fresh-thinking methodology,"Supplement Vagina with Nonautologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic",41,60,2020-04-04T10:56:22Z
761,Public-key global paradigm,"Release Right Occipital Bone, Open Approach",37,25,2020-05-20T00:21:01Z
762,Cross-group incremental secured line,"Replacement of Genitalia Skin with Autologous Tissue Substitute, Partial Thickness, External Approach",88,31,2020-05-07T17:18:10Z
763,Balanced 5th generation task-force,"Fusion of Left Carpal Joint with Internal Fixation Device, Percutaneous Approach",50,62,2020-06-25T11:58:49Z
764,Self-enabling transitional process improvement,"Release Lingula Bronchus, Via Natural or Artificial Opening",19,97,2020-04-12T20:16:40Z
765,Polarised discrete open architecture,"Drainage of Thalamus, Open Approach, Diagnostic",87,60,2020-02-11T18:25:34Z
766,Exclusive reciprocal parallelism,"Alteration of Right Upper Arm with Autologous Tissue Substitute, Open Approach",20,22,2020-06-25T13:49:47Z
767,Extended object-oriented middleware,Low Dose Rate (LDR) Brachytherapy of Chest Wall using Iridium 192 (Ir-192),91,36,2020-05-05T08:07:28Z
768,Profound leading edge installation,"Excision of Jejunum, Percutaneous Endoscopic Approach, Diagnostic",21,45,2020-08-10T00:30:37Z
769,Inverse neutral definition,"Occlusion of Thoracic Duct, Open Approach",2,45,2020-02-07T05:38:02Z
770,Sharable regional software,"Ultrasonography of Bilateral Upper Extremity Arteries, Intravascular",45,14,2020-04-24T18:32:11Z
771,Re-engineered real-time firmware,"Bypass Thoracic Aorta, Ascending/Arch to Left Pulmonary Artery with Zooplastic Tissue, Open Approach",100,70,2020-01-12T18:00:52Z
772,Vision-oriented non-volatile knowledge base,"Excision of Large Intestine, Percutaneous Endoscopic Approach",20,35,2020-04-05T09:10:34Z
773,Adaptive fresh-thinking success,"Bypass Esophagus to Ileum, Open Approach",86,81,2020-01-02T11:29:28Z
774,Organized next generation framework,"Replacement of Left Ear Skin with Autologous Tissue Substitute, Full Thickness, External Approach",11,88,2020-06-03T18:37:12Z
775,Cross-group clear-thinking installation,"Removal of Synthetic Substitute from Cervicothoracic Vertebral Disc, Open Approach",58,3,2019-11-10T17:58:55Z
776,Triple-buffered encompassing throughput,"Bypass Left Axillary Artery to Bilateral Lower Leg Artery with Nonautologous Tissue Substitute, Open Approach",71,67,2020-03-20T23:07:23Z
777,Grass-roots client-driven info-mediaries,"Occlusion of Right Colic Artery with Extraluminal Device, Percutaneous Approach",36,75,2020-09-20T14:08:55Z
778,Multi-lateral zero defect encryption,"Bypass Cecum to Cutaneous with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",31,68,2020-03-16T17:41:55Z
779,Public-key 3rd generation collaboration,"Occlusion of Left Internal Jugular Vein with Intraluminal Device, Open Approach",95,89,2020-05-26T09:40:01Z
780,Monitored attitude-oriented open system,"Supplement Right Ventricle with Synthetic Substitute, Percutaneous Approach",42,81,2020-06-25T15:58:34Z
781,Implemented background software,"Occlusion of Hepatic Artery with Extraluminal Device, Open Approach",69,17,2019-10-21T21:30:32Z
782,Robust composite secured line,"Drainage of Head and Neck Sympathetic Nerve, Open Approach",47,18,2020-07-27T21:53:10Z
783,Distributed homogeneous superstructure,"Excision of Left Axilla, Open Approach, Diagnostic",24,74,2020-07-04T14:35:56Z
784,Digitized grid-enabled conglomeration,"Bypass Right Ventricle to Left Pulmonary Artery, Percutaneous Endoscopic Approach",31,12,2020-01-22T00:42:39Z
785,User-centric zero tolerance protocol,"Destruction of Lung Lingula, Open Approach",87,76,2019-12-31T05:34:31Z
786,Enhanced client-driven toolset,"Dilation of Left Vas Deferens with Intraluminal Device, Percutaneous Approach",55,92,2020-04-29T23:26:29Z
787,Expanded client-driven middleware,"Drainage of Right Mastoid Sinus, Percutaneous Endoscopic Approach",16,39,2020-07-20T03:16:48Z
788,Polarised motivating collaboration,"Insertion of External Fixation Device into Coccyx, Percutaneous Endoscopic Approach",7,23,2020-08-04T23:20:01Z
789,Team-oriented zero defect moratorium,"Revision of Autologous Tissue Substitute in Right Hip Joint, External Approach",1,16,2020-05-14T08:13:54Z
790,Ameliorated responsive leverage,Osteopathic Treatment of Upper Extremities using High Velocity-Low Amplitude Forces,52,95,2020-04-04T12:30:19Z
791,Reactive uniform alliance,"Drainage of Anal Sphincter with Drainage Device, Open Approach",81,79,2020-09-18T23:15:41Z
792,Profit-focused solution-oriented benchmark,"Restriction of Innominate Artery with Intraluminal Device, Percutaneous Approach",63,50,2020-07-30T23:03:37Z
793,Function-based context-sensitive task-force,"Drainage of Right Pleura, Percutaneous Endoscopic Approach, Diagnostic",76,34,2020-09-22T14:11:13Z
794,Automated national strategy,"Release Right Peroneal Artery, Open Approach",49,6,2020-05-09T14:51:44Z
795,Focused fresh-thinking contingency,"Excision of Right Large Intestine, Percutaneous Approach",13,28,2020-01-02T00:20:05Z
796,Compatible explicit help-desk,"Reposition Left Lower Femur with Ring External Fixation Device, Open Approach",73,11,2020-02-04T14:23:05Z
797,Monitored transitional projection,"Resection of Right Lower Lobe Bronchus, Percutaneous Endoscopic Approach",70,29,2019-10-17T13:58:04Z
798,Optimized exuding collaboration,Cochlear Implant Assessment using Tympanometer,69,62,2020-09-07T23:01:47Z
799,Multi-channelled zero defect throughput,"Bypass Upper Esophagus to Stomach with Nonautologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic",8,16,2020-07-21T22:58:06Z
800,Operative needs-based frame,"Division of Head and Neck Tendon, Percutaneous Approach",100,61,2020-05-13T01:33:46Z
801,Expanded leading edge approach,"Release Left Anterior Tibial Artery, Percutaneous Approach",40,34,2019-11-24T19:27:49Z
802,Optimized uniform leverage,"Fusion of Left Metatarsal-Phalangeal Joint, Percutaneous Approach",43,7,2020-06-11T14:43:17Z
803,Up-sized 6th generation customer loyalty,"Insertion of Infusion Device into Jejunum, Percutaneous Endoscopic Approach",21,92,2020-04-30T22:13:26Z
804,Self-enabling intangible process improvement,"Extirpation of Matter from Pelvic Region Subcutaneous Tissue and Fascia, Open Approach",38,63,2020-03-22T04:17:03Z
805,Fundamental multi-tasking service-desk,Range of Motion and Joint Mobility Treatment of Musculoskeletal System - Whole Body using Other Equipment,28,27,2020-03-27T09:59:22Z
806,Centralized full-range productivity,"Reposition Right Occipital Bone, External Approach",12,77,2020-09-27T03:21:03Z
807,Enterprise-wide empowering challenge,"Insertion of Spacer into Left Acromioclavicular Joint, Percutaneous Endoscopic Approach",28,87,2020-01-24T12:37:21Z
808,Future-proofed national task-force,"Repair Stomach, Pylorus, Via Natural or Artificial Opening Endoscopic",36,84,2020-08-21T20:34:38Z
809,Versatile needs-based budgetary management,"Dilation of Right Internal Mammary Artery with Three Drug-eluting Intraluminal Devices, Open Approach",88,34,2020-04-22T15:04:21Z
810,Seamless secondary data-warehouse,"Destruction of Cervical Nerve, Open Approach",13,80,2020-03-13T17:48:10Z
811,Object-based well-modulated throughput,"Upper Veins, Repair",43,92,2020-05-31T04:11:13Z
812,Multi-layered reciprocal protocol,Computerized Tomography (CT Scan) of Pelvic Arteries using Other Contrast,70,77,2020-09-14T02:43:06Z
813,Reduced content-based utilisation,"Supplement Abdominal Aorta with Autologous Tissue Substitute, Open Approach",98,12,2020-05-18T01:56:22Z
814,Virtual heuristic success,"Inspection of Lower Vein, Open Approach",20,74,2019-12-02T09:47:58Z
815,Realigned 4th generation function,"Fragmentation in Left Lower Lobe Bronchus, External Approach",26,3,2019-11-28T08:33:10Z
816,Re-contextualized radical installation,"Occlusion of Middle Esophagus, Via Natural or Artificial Opening Endoscopic",97,77,2020-01-23T15:55:14Z
817,Up-sized cohesive function,Beam Radiation of Back Skin using Photons <1 MeV,63,28,2020-09-12T22:19:24Z
818,Object-based intermediate interface,"Release Descending Colon, Percutaneous Endoscopic Approach",52,11,2020-02-27T16:51:40Z
819,Customer-focused 24/7 hub,"Transfusion of Autologous Red Blood Cells into Peripheral Vein, Open Approach",60,6,2020-05-21T07:02:12Z
820,Balanced well-modulated neural-net,"Supplement Left Elbow Bursa and Ligament with Synthetic Substitute, Percutaneous Endoscopic Approach",58,48,2020-03-21T01:20:01Z
821,Optimized interactive parallelism,"Removal of Synthetic Substitute from Thoracic Vertebral Joint, Open Approach",21,71,2019-10-13T13:41:16Z
822,Seamless multimedia archive,"Replacement of Cervical Vertebral Disc with Synthetic Substitute, Open Approach",90,72,2019-12-24T08:29:36Z
